img_path,label
data/gen_data/232.png,1
data/gen_data/233.png,6
data/gen_data/234.png,4
data/gen_data/235.png,4
data/gen_data/236.png,6
data/gen_data/237.png,3
data/gen_data/238.png,0
data/gen_data/239.png,2
data/gen_data/240.png,0
data/gen_data/241.png,1
data/gen_data/242.png,5
data/gen_data/243.png,0
data/gen_data/244.png,5
data/gen_data/245.png,2
data/gen_data/246.png,2
data/gen_data/247.png,4
data/gen_data/248.png,6
data/gen_data/249.png,4
data/gen_data/250.png,8
data/gen_data/251.png,5
data/gen_data/252.png,2
data/gen_data/253.png,6
data/gen_data/254.png,6
data/gen_data/255.png,6
data/gen_data/256.png,2
data/gen_data/257.png,1
data/gen_data/258.png,2
data/gen_data/259.png,2
data/gen_data/260.png,5
data/gen_data/261.png,2
data/gen_data/262.png,2
data/gen_data/263.png,4
data/gen_data/264.png,4
data/gen_data/265.png,6
data/gen_data/266.png,1
data/gen_data/267.png,7
data/gen_data/268.png,0
data/gen_data/269.png,4
data/gen_data/270.png,1
data/gen_data/271.png,5
data/gen_data/272.png,1
data/gen_data/273.png,3
data/gen_data/274.png,0
data/gen_data/275.png,3
data/gen_data/276.png,3
data/gen_data/277.png,2
data/gen_data/278.png,3
data/gen_data/279.png,1
data/gen_data/280.png,4
data/gen_data/281.png,1
data/gen_data/282.png,3
data/gen_data/283.png,1
data/gen_data/284.png,2
data/gen_data/285.png,5
data/gen_data/286.png,6
data/gen_data/287.png,5
data/gen_data/288.png,3
data/gen_data/289.png,0
data/gen_data/290.png,4
data/gen_data/291.png,1
data/gen_data/292.png,5
data/gen_data/293.png,6
data/gen_data/294.png,3
data/gen_data/295.png,3
data/gen_data/296.png,5
data/gen_data/297.png,7
data/gen_data/298.png,3
data/gen_data/299.png,5
data/gen_data/300.png,3
data/gen_data/301.png,4
data/gen_data/302.png,0
data/gen_data/303.png,1
data/gen_data/304.png,4
data/gen_data/305.png,8
data/gen_data/306.png,1
data/gen_data/307.png,5
data/gen_data/308.png,4
data/gen_data/309.png,2
data/gen_data/310.png,3
data/gen_data/311.png,3
data/gen_data/312.png,8
data/gen_data/313.png,3
data/gen_data/314.png,7
data/gen_data/315.png,4
data/gen_data/316.png,7
data/gen_data/317.png,4
data/gen_data/318.png,2
data/gen_data/319.png,4
data/gen_data/320.png,3
data/gen_data/321.png,2
data/gen_data/322.png,1
data/gen_data/323.png,4
data/gen_data/324.png,1
data/gen_data/325.png,2
data/gen_data/326.png,7
data/gen_data/327.png,4
data/gen_data/328.png,3
data/gen_data/329.png,0
data/gen_data/330.png,3
data/gen_data/331.png,7
data/gen_data/332.png,1
data/gen_data/333.png,1
data/gen_data/334.png,7
data/gen_data/335.png,6
data/gen_data/336.png,4
data/gen_data/337.png,5
data/gen_data/338.png,5
data/gen_data/339.png,6
data/gen_data/340.png,3
data/gen_data/341.png,4
data/gen_data/342.png,4
data/gen_data/343.png,2
data/gen_data/344.png,5
data/gen_data/345.png,7
data/gen_data/346.png,3
data/gen_data/347.png,0
data/gen_data/348.png,3
data/gen_data/349.png,5
data/gen_data/350.png,4
data/gen_data/351.png,5
data/gen_data/352.png,6
data/gen_data/353.png,9
data/gen_data/354.png,6
data/gen_data/355.png,1
data/gen_data/356.png,4
data/gen_data/357.png,7
data/gen_data/358.png,0
data/gen_data/359.png,2
data/gen_data/360.png,5
data/gen_data/361.png,4
data/gen_data/362.png,3
data/gen_data/363.png,4
data/gen_data/364.png,3
data/gen_data/365.png,2
data/gen_data/366.png,8
data/gen_data/367.png,3
data/gen_data/368.png,0
data/gen_data/369.png,4
data/gen_data/370.png,2
data/gen_data/371.png,4
data/gen_data/372.png,1
data/gen_data/373.png,5
data/gen_data/374.png,1
data/gen_data/375.png,0
data/gen_data/376.png,3
data/gen_data/377.png,8
data/gen_data/378.png,6
data/gen_data/379.png,8
data/gen_data/380.png,3
data/gen_data/381.png,3
data/gen_data/382.png,3
data/gen_data/383.png,2
data/gen_data/384.png,3
data/gen_data/385.png,5
data/gen_data/386.png,2
data/gen_data/387.png,1
data/gen_data/388.png,4
data/gen_data/389.png,2
data/gen_data/390.png,3
data/gen_data/391.png,0
data/gen_data/392.png,4
data/gen_data/393.png,5
data/gen_data/394.png,0
data/gen_data/395.png,2
data/gen_data/396.png,3
data/gen_data/397.png,7
data/gen_data/398.png,3
data/gen_data/399.png,2
data/gen_data/400.png,2
data/gen_data/401.png,7
data/gen_data/402.png,6
data/gen_data/403.png,5
data/gen_data/404.png,3
data/gen_data/405.png,2
data/gen_data/406.png,4
data/gen_data/407.png,2
data/gen_data/408.png,1
data/gen_data/409.png,5
data/gen_data/410.png,4
data/gen_data/411.png,5
data/gen_data/412.png,3
data/gen_data/413.png,4
data/gen_data/414.png,4
data/gen_data/415.png,3
data/gen_data/416.png,7
data/gen_data/417.png,3
data/gen_data/418.png,6
data/gen_data/419.png,6
data/gen_data/420.png,1
data/gen_data/421.png,3
data/gen_data/422.png,0
data/gen_data/423.png,7
data/gen_data/424.png,3
data/gen_data/425.png,3
data/gen_data/426.png,4
data/gen_data/427.png,10
data/gen_data/428.png,6
data/gen_data/429.png,6
data/gen_data/430.png,0
data/gen_data/431.png,2
data/gen_data/432.png,3
data/gen_data/433.png,4
data/gen_data/434.png,7
data/gen_data/435.png,6
data/gen_data/436.png,3
data/gen_data/437.png,2
data/gen_data/438.png,6
data/gen_data/439.png,1
data/gen_data/440.png,3
data/gen_data/441.png,1
data/gen_data/442.png,6
data/gen_data/443.png,3
data/gen_data/444.png,0
data/gen_data/445.png,6
data/gen_data/446.png,4
data/gen_data/447.png,3
data/gen_data/448.png,9
data/gen_data/449.png,3
data/gen_data/450.png,6
data/gen_data/451.png,3
data/gen_data/452.png,1
data/gen_data/453.png,7
data/gen_data/454.png,4
data/gen_data/455.png,4
data/gen_data/456.png,0
data/gen_data/457.png,1
data/gen_data/458.png,4
data/gen_data/459.png,3
data/gen_data/460.png,5
data/gen_data/461.png,6
data/gen_data/462.png,1
data/gen_data/463.png,1
data/gen_data/464.png,2
data/gen_data/465.png,5
data/gen_data/466.png,6
data/gen_data/467.png,5
data/gen_data/468.png,4
data/gen_data/469.png,3
data/gen_data/470.png,3
data/gen_data/471.png,4
data/gen_data/472.png,1
data/gen_data/473.png,7
data/gen_data/474.png,6
data/gen_data/475.png,1
data/gen_data/476.png,1
data/gen_data/477.png,2
data/gen_data/478.png,2
data/gen_data/479.png,5
data/gen_data/480.png,1
data/gen_data/481.png,6
data/gen_data/482.png,2
data/gen_data/483.png,1
data/gen_data/484.png,5
data/gen_data/485.png,7
data/gen_data/486.png,7
data/gen_data/487.png,7
data/gen_data/488.png,1
data/gen_data/489.png,6
data/gen_data/490.png,3
data/gen_data/491.png,4
data/gen_data/492.png,1
data/gen_data/493.png,2
data/gen_data/494.png,5
data/gen_data/495.png,3
data/gen_data/496.png,1
data/gen_data/497.png,1
data/gen_data/498.png,0
data/gen_data/499.png,6
data/gen_data/500.png,3
data/gen_data/501.png,0
data/gen_data/502.png,0
data/gen_data/503.png,5
data/gen_data/504.png,2
data/gen_data/505.png,3
data/gen_data/506.png,3
data/gen_data/507.png,0
data/gen_data/508.png,6
data/gen_data/509.png,2
data/gen_data/510.png,4
data/gen_data/511.png,4
data/gen_data/512.png,3
data/gen_data/513.png,2
data/gen_data/514.png,3
data/gen_data/515.png,5
data/gen_data/516.png,6
data/gen_data/517.png,3
data/gen_data/518.png,4
data/gen_data/519.png,2
data/gen_data/520.png,8
data/gen_data/521.png,1
data/gen_data/522.png,2
data/gen_data/523.png,7
data/gen_data/524.png,2
data/gen_data/525.png,2
data/gen_data/526.png,1
data/gen_data/527.png,1
data/gen_data/528.png,4
data/gen_data/529.png,2
data/gen_data/530.png,6
data/gen_data/531.png,10
data/gen_data/532.png,2
data/gen_data/533.png,6
data/gen_data/534.png,6
data/gen_data/535.png,10
data/gen_data/536.png,2
data/gen_data/537.png,0
data/gen_data/538.png,5
data/gen_data/539.png,3
data/gen_data/540.png,1
data/gen_data/541.png,3
data/gen_data/542.png,3
data/gen_data/543.png,2
data/gen_data/544.png,3
data/gen_data/545.png,3
data/gen_data/546.png,7
data/gen_data/547.png,5
data/gen_data/548.png,5
data/gen_data/549.png,8
data/gen_data/550.png,1
data/gen_data/551.png,3
data/gen_data/552.png,6
data/gen_data/553.png,7
data/gen_data/554.png,2
data/gen_data/555.png,1
data/gen_data/556.png,2
data/gen_data/557.png,5
data/gen_data/558.png,7
data/gen_data/559.png,1
data/gen_data/560.png,4
data/gen_data/561.png,3
data/gen_data/562.png,4
data/gen_data/563.png,8
data/gen_data/564.png,2
data/gen_data/565.png,4
data/gen_data/566.png,2
data/gen_data/567.png,8
data/gen_data/568.png,3
data/gen_data/569.png,5
data/gen_data/570.png,5
data/gen_data/571.png,4
data/gen_data/572.png,1
data/gen_data/573.png,4
data/gen_data/574.png,1
data/gen_data/575.png,5
data/gen_data/576.png,7
data/gen_data/577.png,10
data/gen_data/578.png,1
data/gen_data/579.png,1
data/gen_data/580.png,5
data/gen_data/581.png,5
data/gen_data/582.png,0
data/gen_data/583.png,4
data/gen_data/584.png,6
data/gen_data/585.png,4
data/gen_data/586.png,3
data/gen_data/587.png,2
data/gen_data/588.png,6
data/gen_data/589.png,2
data/gen_data/590.png,6
data/gen_data/591.png,2
data/gen_data/592.png,2
data/gen_data/593.png,2
data/gen_data/594.png,3
data/gen_data/595.png,5
data/gen_data/596.png,2
data/gen_data/597.png,7
data/gen_data/598.png,4
data/gen_data/599.png,2
data/gen_data/600.png,3
data/gen_data/601.png,1
data/gen_data/602.png,5
data/gen_data/603.png,1
data/gen_data/604.png,6
data/gen_data/605.png,7
data/gen_data/606.png,7
data/gen_data/607.png,4
data/gen_data/608.png,3
data/gen_data/609.png,0
data/gen_data/610.png,0
data/gen_data/611.png,1
data/gen_data/612.png,0
data/gen_data/613.png,3
data/gen_data/614.png,4
data/gen_data/615.png,5
data/gen_data/616.png,1
data/gen_data/617.png,1
data/gen_data/618.png,5
data/gen_data/619.png,3
data/gen_data/620.png,1
data/gen_data/621.png,4
data/gen_data/622.png,1
data/gen_data/623.png,6
data/gen_data/624.png,1
data/gen_data/625.png,3
data/gen_data/626.png,4
data/gen_data/627.png,3
data/gen_data/628.png,6
data/gen_data/629.png,4
data/gen_data/630.png,2
data/gen_data/631.png,5
data/gen_data/632.png,3
data/gen_data/633.png,4
data/gen_data/634.png,1
data/gen_data/635.png,4
data/gen_data/636.png,3
data/gen_data/637.png,1
data/gen_data/638.png,0
data/gen_data/639.png,2
data/gen_data/640.png,4
data/gen_data/641.png,1
data/gen_data/642.png,4
data/gen_data/643.png,2
data/gen_data/644.png,6
data/gen_data/645.png,3
data/gen_data/646.png,3
data/gen_data/647.png,7
data/gen_data/648.png,3
data/gen_data/649.png,1
data/gen_data/650.png,1
data/gen_data/651.png,0
data/gen_data/652.png,1
data/gen_data/653.png,5
data/gen_data/654.png,3
data/gen_data/655.png,4
data/gen_data/656.png,5
data/gen_data/657.png,1
data/gen_data/658.png,5
data/gen_data/659.png,5
data/gen_data/660.png,7
data/gen_data/661.png,4
data/gen_data/662.png,5
data/gen_data/663.png,1
data/gen_data/664.png,2
data/gen_data/665.png,4
data/gen_data/666.png,9
data/gen_data/667.png,1
data/gen_data/668.png,2
data/gen_data/669.png,3
data/gen_data/670.png,2
data/gen_data/671.png,7
data/gen_data/672.png,1
data/gen_data/673.png,3
data/gen_data/674.png,6
data/gen_data/675.png,0
data/gen_data/676.png,9
data/gen_data/677.png,6
data/gen_data/678.png,2
data/gen_data/679.png,1
data/gen_data/680.png,5
data/gen_data/681.png,4
data/gen_data/682.png,5
data/gen_data/683.png,6
data/gen_data/684.png,0
data/gen_data/685.png,2
data/gen_data/686.png,5
data/gen_data/687.png,5
data/gen_data/688.png,3
data/gen_data/689.png,4
data/gen_data/690.png,0
data/gen_data/691.png,7
data/gen_data/692.png,1
data/gen_data/693.png,5
data/gen_data/694.png,4
data/gen_data/695.png,6
data/gen_data/696.png,10
data/gen_data/697.png,1
data/gen_data/698.png,9
data/gen_data/699.png,2
data/gen_data/700.png,2
data/gen_data/701.png,9
data/gen_data/702.png,3
data/gen_data/703.png,2
data/gen_data/704.png,0
data/gen_data/705.png,0
data/gen_data/706.png,2
data/gen_data/707.png,0
data/gen_data/708.png,4
data/gen_data/709.png,2
data/gen_data/710.png,4
data/gen_data/711.png,3
data/gen_data/712.png,0
data/gen_data/713.png,8
data/gen_data/714.png,5
data/gen_data/715.png,1
data/gen_data/716.png,0
data/gen_data/717.png,6
data/gen_data/718.png,4
data/gen_data/719.png,1
data/gen_data/720.png,1
data/gen_data/721.png,2
data/gen_data/722.png,3
data/gen_data/723.png,2
data/gen_data/724.png,1
data/gen_data/725.png,2
data/gen_data/726.png,5
data/gen_data/727.png,1
data/gen_data/728.png,4
data/gen_data/729.png,3
data/gen_data/730.png,4
data/gen_data/731.png,1
data/gen_data/732.png,1
data/gen_data/733.png,2
data/gen_data/734.png,4
data/gen_data/735.png,2
data/gen_data/736.png,4
data/gen_data/737.png,7
data/gen_data/738.png,2
data/gen_data/739.png,4
data/gen_data/740.png,4
data/gen_data/741.png,5
data/gen_data/742.png,6
data/gen_data/743.png,3
data/gen_data/744.png,4
data/gen_data/745.png,0
data/gen_data/746.png,6
data/gen_data/747.png,4
data/gen_data/748.png,7
data/gen_data/749.png,4
data/gen_data/750.png,4
data/gen_data/751.png,3
data/gen_data/752.png,7
data/gen_data/753.png,2
data/gen_data/754.png,3
data/gen_data/755.png,3
data/gen_data/756.png,2
data/gen_data/757.png,2
data/gen_data/758.png,0
data/gen_data/759.png,7
data/gen_data/760.png,6
data/gen_data/761.png,0
data/gen_data/762.png,3
data/gen_data/763.png,0
data/gen_data/764.png,1
data/gen_data/765.png,1
data/gen_data/766.png,4
data/gen_data/767.png,3
data/gen_data/768.png,6
data/gen_data/769.png,0
data/gen_data/770.png,2
data/gen_data/771.png,1
data/gen_data/772.png,0
data/gen_data/773.png,0
data/gen_data/774.png,5
data/gen_data/775.png,2
data/gen_data/776.png,3
data/gen_data/777.png,2
data/gen_data/778.png,1
data/gen_data/779.png,3
data/gen_data/780.png,5
data/gen_data/781.png,4
data/gen_data/782.png,6
data/gen_data/783.png,2
data/gen_data/784.png,8
data/gen_data/785.png,1
data/gen_data/786.png,0
data/gen_data/787.png,5
data/gen_data/788.png,6
data/gen_data/789.png,5
data/gen_data/790.png,3
data/gen_data/791.png,4
data/gen_data/792.png,3
data/gen_data/793.png,7
data/gen_data/794.png,3
data/gen_data/795.png,3
data/gen_data/796.png,0
data/gen_data/797.png,0
data/gen_data/798.png,4
data/gen_data/799.png,4
data/gen_data/800.png,4
data/gen_data/801.png,3
data/gen_data/802.png,1
data/gen_data/803.png,2
data/gen_data/804.png,4
data/gen_data/805.png,4
data/gen_data/806.png,4
data/gen_data/807.png,5
data/gen_data/808.png,2
data/gen_data/809.png,9
data/gen_data/810.png,1
data/gen_data/811.png,3
data/gen_data/812.png,1
data/gen_data/813.png,2
data/gen_data/814.png,4
data/gen_data/815.png,0
data/gen_data/816.png,1
data/gen_data/817.png,3
data/gen_data/818.png,1
data/gen_data/819.png,1
data/gen_data/820.png,1
data/gen_data/821.png,5
data/gen_data/822.png,2
data/gen_data/823.png,5
data/gen_data/824.png,6
data/gen_data/825.png,5
data/gen_data/826.png,4
data/gen_data/827.png,3
data/gen_data/828.png,6
data/gen_data/829.png,2
data/gen_data/830.png,0
data/gen_data/831.png,3
data/gen_data/832.png,3
data/gen_data/833.png,4
data/gen_data/834.png,3
data/gen_data/835.png,2
data/gen_data/836.png,6
data/gen_data/837.png,2
data/gen_data/838.png,6
data/gen_data/839.png,7
data/gen_data/840.png,1
data/gen_data/841.png,1
data/gen_data/842.png,6
data/gen_data/843.png,8
data/gen_data/844.png,3
data/gen_data/845.png,1
data/gen_data/846.png,6
data/gen_data/847.png,6
data/gen_data/848.png,5
data/gen_data/849.png,4
data/gen_data/850.png,4
data/gen_data/851.png,6
data/gen_data/852.png,0
data/gen_data/853.png,2
data/gen_data/854.png,0
data/gen_data/855.png,4
data/gen_data/856.png,1
data/gen_data/857.png,2
data/gen_data/858.png,1
data/gen_data/859.png,2
data/gen_data/860.png,6
data/gen_data/861.png,4
data/gen_data/862.png,4
data/gen_data/863.png,2
data/gen_data/864.png,1
data/gen_data/865.png,1
data/gen_data/866.png,8
data/gen_data/867.png,5
data/gen_data/868.png,4
data/gen_data/869.png,2
data/gen_data/870.png,3
data/gen_data/871.png,5
data/gen_data/872.png,2
data/gen_data/873.png,3
data/gen_data/874.png,1
data/gen_data/875.png,3
data/gen_data/876.png,8
data/gen_data/877.png,6
data/gen_data/878.png,6
data/gen_data/879.png,4
data/gen_data/880.png,5
data/gen_data/881.png,5
data/gen_data/882.png,3
data/gen_data/883.png,2
data/gen_data/884.png,5
data/gen_data/885.png,6
data/gen_data/886.png,2
data/gen_data/887.png,6
data/gen_data/888.png,0
data/gen_data/889.png,4
data/gen_data/890.png,6
data/gen_data/891.png,2
data/gen_data/892.png,2
data/gen_data/893.png,0
data/gen_data/894.png,1
data/gen_data/895.png,3
data/gen_data/896.png,6
data/gen_data/897.png,1
data/gen_data/898.png,1
data/gen_data/899.png,3
data/gen_data/900.png,0
data/gen_data/901.png,5
data/gen_data/902.png,3
data/gen_data/903.png,2
data/gen_data/904.png,1
data/gen_data/905.png,4
data/gen_data/906.png,7
data/gen_data/907.png,3
data/gen_data/908.png,3
data/gen_data/909.png,5
data/gen_data/910.png,2
data/gen_data/911.png,4
data/gen_data/912.png,2
data/gen_data/913.png,5
data/gen_data/914.png,0
data/gen_data/915.png,4
data/gen_data/916.png,1
data/gen_data/917.png,6
data/gen_data/918.png,0
data/gen_data/919.png,6
data/gen_data/920.png,3
data/gen_data/921.png,3
data/gen_data/922.png,3
data/gen_data/923.png,0
data/gen_data/924.png,5
data/gen_data/925.png,7
data/gen_data/926.png,9
data/gen_data/927.png,1
data/gen_data/928.png,6
data/gen_data/929.png,1
data/gen_data/930.png,6
data/gen_data/931.png,2
data/gen_data/932.png,0
data/gen_data/933.png,2
data/gen_data/934.png,5
data/gen_data/935.png,7
data/gen_data/936.png,0
data/gen_data/937.png,7
data/gen_data/938.png,4
data/gen_data/939.png,2
data/gen_data/940.png,5
data/gen_data/941.png,2
data/gen_data/942.png,6
data/gen_data/943.png,5
data/gen_data/944.png,1
data/gen_data/945.png,1
data/gen_data/946.png,5
data/gen_data/947.png,5
data/gen_data/948.png,2
data/gen_data/949.png,7
data/gen_data/950.png,3
data/gen_data/951.png,7
data/gen_data/952.png,7
data/gen_data/953.png,6
data/gen_data/954.png,4
data/gen_data/955.png,6
data/gen_data/956.png,3
data/gen_data/957.png,3
data/gen_data/958.png,6
data/gen_data/959.png,6
data/gen_data/960.png,1
data/gen_data/961.png,4
data/gen_data/962.png,2
data/gen_data/963.png,7
data/gen_data/964.png,3
data/gen_data/965.png,1
data/gen_data/966.png,6
data/gen_data/967.png,3
data/gen_data/968.png,1
data/gen_data/969.png,3
data/gen_data/970.png,2
data/gen_data/971.png,0
data/gen_data/972.png,4
data/gen_data/973.png,1
data/gen_data/974.png,2
data/gen_data/975.png,2
data/gen_data/976.png,2
data/gen_data/977.png,3
data/gen_data/978.png,7
data/gen_data/979.png,3
data/gen_data/980.png,0
data/gen_data/981.png,0
data/gen_data/982.png,1
data/gen_data/983.png,1
data/gen_data/984.png,3
data/gen_data/985.png,6
data/gen_data/986.png,3
data/gen_data/987.png,2
data/gen_data/988.png,1
data/gen_data/989.png,0
data/gen_data/990.png,2
data/gen_data/991.png,3
data/gen_data/992.png,6
data/gen_data/993.png,5
data/gen_data/994.png,3
data/gen_data/995.png,7
data/gen_data/996.png,2
data/gen_data/997.png,4
data/gen_data/998.png,3
data/gen_data/999.png,0
data/gen_data/1000.png,4
data/gen_data/1001.png,0
data/gen_data/1002.png,6
data/gen_data/1003.png,8
data/gen_data/1004.png,6
data/gen_data/1005.png,2
data/gen_data/1006.png,0
data/gen_data/1007.png,3
data/gen_data/1008.png,6
data/gen_data/1009.png,0
data/gen_data/1010.png,0
data/gen_data/1011.png,4
data/gen_data/1012.png,2
data/gen_data/1013.png,6
data/gen_data/1014.png,3
data/gen_data/1015.png,3
data/gen_data/1016.png,2
data/gen_data/1017.png,3
data/gen_data/1018.png,5
data/gen_data/1019.png,2
data/gen_data/1020.png,6
data/gen_data/1021.png,3
data/gen_data/1022.png,5
data/gen_data/1023.png,0
data/gen_data/1024.png,2
data/gen_data/1025.png,9
data/gen_data/1026.png,5
data/gen_data/1027.png,1
data/gen_data/1028.png,4
data/gen_data/1029.png,3
data/gen_data/1030.png,1
data/gen_data/1031.png,4
data/gen_data/1032.png,2
data/gen_data/1033.png,5
data/gen_data/1034.png,7
data/gen_data/1035.png,3
data/gen_data/1036.png,6
data/gen_data/1037.png,5
data/gen_data/1038.png,2
data/gen_data/1039.png,6
data/gen_data/1040.png,0
data/gen_data/1041.png,5
data/gen_data/1042.png,0
data/gen_data/1043.png,1
data/gen_data/1044.png,0
data/gen_data/1045.png,3
data/gen_data/1046.png,0
data/gen_data/1047.png,0
data/gen_data/1048.png,2
data/gen_data/1049.png,4
data/gen_data/1050.png,2
data/gen_data/1051.png,1
data/gen_data/1052.png,2
data/gen_data/1053.png,4
data/gen_data/1054.png,4
data/gen_data/1055.png,4
data/gen_data/1056.png,7
data/gen_data/1057.png,8
data/gen_data/1058.png,3
data/gen_data/1059.png,6
data/gen_data/1060.png,4
data/gen_data/1061.png,4
data/gen_data/1062.png,3
data/gen_data/1063.png,1
data/gen_data/1064.png,1
data/gen_data/1065.png,4
data/gen_data/1066.png,0
data/gen_data/1067.png,3
data/gen_data/1068.png,7
data/gen_data/1069.png,4
data/gen_data/1070.png,6
